	index	sample	model_class	model_species	model	accuracy	auROC	auPRC	f1_score	fhalf_score	model_type
0	0	Mo2015_EXCpos_Ctx_fold1	CNN	Mouse	cnn/singleTask/Mo2015_EXCpos_Ctx_fold1/Mo2015_EXCpos_Ctx_fold1_OCP_NB2000_NE23_BR0.01_MR0.1_BM0.85_MM0.99.h5	0.8658534283189486	0.9390354437650361	0.7235983933500119	0.8799723741726881	0.9035766500868394	Mo2015_EXCpos_Ctx
1	0	Mo2015_EXCpos_Ctx_fold2	CNN	Mouse	cnn/singleTask/Mo2015_EXCpos_Ctx_fold2/Mo2015_EXCpos_Ctx_fold2_OCP_NB2000_NE23_BR0.01_MR0.1_BM0.85_MM0.99.h5	0.8493269145950577	0.9343818266422088	0.6970239688998294	0.902553025269367	0.9135486914815351	Mo2015_EXCpos_Ctx
2	0	Mo2015_EXCpos_Ctx_fold3	CNN	Mouse	cnn/singleTask/Mo2015_EXCpos_Ctx_fold3/Mo2015_EXCpos_Ctx_fold3_OCP_NB2000_NE23_BR0.01_MR0.1_BM0.85_MM0.99.h5	0.840369882434185	0.9342493695475769	0.7079620479845818	0.9133242842859692	0.9192691590853415	Mo2015_EXCpos_Ctx
3	0	Mo2015_EXCpos_Ctx_fold4	CNN	Mouse	cnn/singleTask/Mo2015_EXCpos_Ctx_fold4/Mo2015_EXCpos_Ctx_fold4_OCP_NB2000_NE23_BR0.01_MR0.1_BM0.85_MM0.99.h5	0.8325437748967739	0.9366278513961854	0.710054116480925	0.9201194587948069	0.9232264882939875	Mo2015_EXCpos_Ctx
4	0	Mo2015_EXCpos_Ctx_fold5	CNN	Mouse	cnn/singleTask/Mo2015_EXCpos_Ctx_fold5/Mo2015_EXCpos_Ctx_fold5_OCP_NB2000_NE23_BR0.01_MR0.1_BM0.85_MM0.99.h5	0.842560313160881	0.9368110836455188	0.7113983166611368	0.9164900830227574	0.9216382955806025	Mo2015_EXCpos_Ctx
5	0	Mo2015_PVpos_Ctx_fold1	CNN	Mouse	cnn/singleTask/Mo2015_PVpos_Ctx_fold1/Mo2015_PVpos_Ctx_fold1_OCP_NB2000_NE23_BR0.01_MR0.1_BM0.85_MM0.99.h5	0.793684004059448	0.8965082625426137	0.6187689311571322	0.8901458608299568	0.8977611565241316	Mo2015_PVpos_Ctx
6	0	Mo2015_PVpos_Ctx_fold2	CNN	Mouse	cnn/singleTask/Mo2015_PVpos_Ctx_fold2/Mo2015_PVpos_Ctx_fold2_OCP_NB2000_NE23_BR0.01_MR0.1_BM0.85_MM0.99.h5	0.7825502536661115	0.8973302907285472	0.6269511851974597	0.8997548994029237	0.9028572947825045	Mo2015_PVpos_Ctx
7	0	Mo2015_PVpos_Ctx_fold3	CNN	Mouse	cnn/singleTask/Mo2015_PVpos_Ctx_fold3/Mo2015_PVpos_Ctx_fold3_OCP_NB2000_NE23_BR0.01_MR0.1_BM0.85_MM0.99.h5	0.8000929813758821	0.8980554136348138	0.6312572436754998	0.8892767221028024	0.8980469403043705	Mo2015_PVpos_Ctx
8	0	Mo2015_PVpos_Ctx_fold4	CNN	Mouse	cnn/singleTask/Mo2015_PVpos_Ctx_fold4/Mo2015_PVpos_Ctx_fold4_OCP_NB2000_NE23_BR0.01_MR0.1_BM0.85_MM0.99.h5	0.7947133455869404	0.9003539239298182	0.6353805101811256	0.8964471495997558	0.9019394823879675	Mo2015_PVpos_Ctx
9	0	Mo2015_PVpos_Ctx_fold5	CNN	Mouse	cnn/singleTask/Mo2015_PVpos_Ctx_fold5/Mo2015_PVpos_Ctx_fold5_OCP_NB2000_NE23_BR0.01_MR0.1_BM0.85_MM0.99.h5	0.7735255138274877	0.8960500472540514	0.630190779092697	0.9029515950278051	0.9043210412024525	Mo2015_PVpos_Ctx
10	0	Mo2015_VIPpos_Ctx_fold1	CNN	Mouse	cnn/singleTask/Mo2015_VIPpos_Ctx_fold1/Mo2015_VIPpos_Ctx_fold1_OCP_NB2000_NE23_BR0.01_MR0.1_BM0.85_MM0.99.h5	0.7956649890972955	0.900312299850699	0.6298634435854709	0.8962900434015019	0.9019364321515969	Mo2015_VIPpos_Ctx
11	0	Mo2015_VIPpos_Ctx_fold2	CNN	Mouse	cnn/singleTask/Mo2015_VIPpos_Ctx_fold2/Mo2015_VIPpos_Ctx_fold2_OCP_NB2000_NE23_BR0.01_MR0.1_BM0.85_MM0.99.h5	0.7877233654452729	0.901970803894213	0.6342534258479617	0.9023012816055062	0.9051946935675891	Mo2015_VIPpos_Ctx
12	0	Mo2015_VIPpos_Ctx_fold3	CNN	Mouse	cnn/singleTask/Mo2015_VIPpos_Ctx_fold3/Mo2015_VIPpos_Ctx_fold3_OCP_NB2000_NE23_BR0.01_MR0.1_BM0.85_MM0.99.h5	0.8070645135783165	0.8985769032866222	0.6318351829808178	0.8871277199991923	0.8976666571748495	Mo2015_VIPpos_Ctx
13	0	Mo2015_VIPpos_Ctx_fold4	CNN	Mouse	cnn/singleTask/Mo2015_VIPpos_Ctx_fold4/Mo2015_VIPpos_Ctx_fold4_OCP_NB2000_NE23_BR0.01_MR0.1_BM0.85_MM0.99.h5	0.7854110172859738	0.9002492125256646	0.6327931027205824	0.9027236457491742	0.9052682155056697	Mo2015_VIPpos_Ctx
14	0	Mo2015_VIPpos_Ctx_fold5	CNN	Mouse	cnn/singleTask/Mo2015_VIPpos_Ctx_fold5/Mo2015_VIPpos_Ctx_fold5_OCP_NB2000_NE23_BR0.01_MR0.1_BM0.85_MM0.99.h5	0.7991428776666243	0.8980241059913783	0.6265517924703403	0.8924350564567639	0.8998750447258724	Mo2015_VIPpos_Ctx
15	0	Pfenning_D1pos_Cpu_fold1	CNN	Mouse	cnn/singleTask/Pfenning_D1pos_Cpu_fold1/Pfenning_D1pos_Cpu_fold1_OCP_NB2000_NE23_BR0.01_MR0.1_BM0.85_MM0.99.h5	0.8154031025135962	0.9178015477760122	0.677587584459281	0.9093142300100571	0.9134894526534258	Pfenning_D1pos_Cpu
16	0	Pfenning_D1pos_Cpu_fold2	CNN	Mouse	cnn/singleTask/Pfenning_D1pos_Cpu_fold2/Pfenning_D1pos_Cpu_fold2_OCP_NB2000_NE23_BR0.01_MR0.1_BM0.85_MM0.99.h5	0.8308834840218982	0.9164061490570217	0.6771391213888338	0.8936311550140124	0.9053745920755684	Pfenning_D1pos_Cpu
17	0	Pfenning_D1pos_Cpu_fold3	CNN	Mouse	cnn/singleTask/Pfenning_D1pos_Cpu_fold3/Pfenning_D1pos_Cpu_fold3_OCP_NB2000_NE23_BR0.01_MR0.1_BM0.85_MM0.99.h5	0.8089010927415485	0.9159634800960283	0.6708091006645849	0.9114157558419722	0.9143383743438039	Pfenning_D1pos_Cpu
18	0	Pfenning_D1pos_Cpu_fold4	CNN	Mouse	cnn/singleTask/Pfenning_D1pos_Cpu_fold4/Pfenning_D1pos_Cpu_fold4_OCP_NB2000_NE23_BR0.01_MR0.1_BM0.85_MM0.99.h5	0.8020592903496859	0.9163359953016024	0.6770772270222647	0.9131875537180106	0.9150313986880263	Pfenning_D1pos_Cpu
19	0	Pfenning_D1pos_Cpu_fold5	CNN	Mouse	cnn/singleTask/Pfenning_D1pos_Cpu_fold5/Pfenning_D1pos_Cpu_fold5_OCP_NB2000_NE23_BR0.01_MR0.1_BM0.85_MM0.99.h5	0.7913820904584183	0.9173866792197031	0.6812869475414338	0.9175316774293215	0.9176673235237047	Pfenning_D1pos_Cpu
20	0	Pfenning_D1pos_Nac_fold1	CNN	Mouse	cnn/singleTask/Pfenning_D1pos_Nac_fold1/Pfenning_D1pos_Nac_fold1_OCP_NB2000_NE23_BR0.01_MR0.1_BM0.85_MM0.99.h5	0.8244258017200116	0.9157065613731519	0.6813075203904626	0.9020929680007166	0.9099459137087756	Pfenning_D1pos_Nac
21	0	Pfenning_D1pos_Nac_fold2	CNN	Mouse	cnn/singleTask/Pfenning_D1pos_Nac_fold2/Pfenning_D1pos_Nac_fold2_OCP_NB2000_NE23_BR0.01_MR0.1_BM0.85_MM0.99.h5	0.7797209175902662	0.9160385333863296	0.6772272741756664	0.9192996704194593	0.918631989403797	Pfenning_D1pos_Nac
22	0	Pfenning_D1pos_Nac_fold3	CNN	Mouse	cnn/singleTask/Pfenning_D1pos_Nac_fold3/Pfenning_D1pos_Nac_fold3_OCP_NB2000_NE23_BR0.01_MR0.1_BM0.85_MM0.99.h5	0.8306093794197089	0.9128268627022731	0.6606271379195183	0.8766466534092819	0.8962788227294933	Pfenning_D1pos_Nac
23	0	Pfenning_D1pos_Nac_fold4	CNN	Mouse	cnn/singleTask/Pfenning_D1pos_Nac_fold4/Pfenning_D1pos_Nac_fold4_OCP_NB2000_NE23_BR0.01_MR0.1_BM0.85_MM0.99.h5	0.8041102207713982	0.914813745829582	0.6710273711113239	0.913086399932356	0.9153110915757225	Pfenning_D1pos_Nac
24	0	Pfenning_D1pos_Nac_fold5	CNN	Mouse	cnn/singleTask/Pfenning_D1pos_Nac_fold5/Pfenning_D1pos_Nac_fold5_OCP_NB2000_NE23_BR0.01_MR0.1_BM0.85_MM0.99.h5	0.8263874424402956	0.9149946823900101	0.6763285997850035	0.8944202161063397	0.905515079965794	Pfenning_D1pos_Nac
25	0	Pfenning_D2pos_Cpu_fold1	CNN	Mouse	cnn/singleTask/Pfenning_D2pos_Cpu_fold1/Pfenning_D2pos_Cpu_fold1_OCP_NB2000_NE23_BR0.01_MR0.1_BM0.85_MM0.99.h5	0.8532706580461586	0.9312698219110044	0.7220784993241522	0.8720174328707269	0.8976735952147292	Pfenning_D2pos_Cpu
26	0	Pfenning_D2pos_Cpu_fold2	CNN	Mouse	cnn/singleTask/Pfenning_D2pos_Cpu_fold2/Pfenning_D2pos_Cpu_fold2_OCP_NB2000_NE23_BR0.01_MR0.1_BM0.85_MM0.99.h5	0.8213784242622738	0.9217734310746519	0.6927138082761903	0.9139459012202674	0.9177260670597794	Pfenning_D2pos_Cpu
27	0	Pfenning_D2pos_Cpu_fold3	CNN	Mouse	cnn/singleTask/Pfenning_D2pos_Cpu_fold3/Pfenning_D2pos_Cpu_fold3_OCP_NB2000_NE23_BR0.01_MR0.1_BM0.85_MM0.99.h5	0.8359102171823345	0.9201073999701971	0.6850789878552574	0.8943159678219861	0.9069665293936389	Pfenning_D2pos_Cpu
28	0	Pfenning_D2pos_Cpu_fold4	CNN	Mouse	cnn/singleTask/Pfenning_D2pos_Cpu_fold4/Pfenning_D2pos_Cpu_fold4_OCP_NB2000_NE23_BR0.01_MR0.1_BM0.85_MM0.99.h5	0.8215012665894608	0.9180707949335701	0.6820381879063113	0.9084310384276273	0.9139453612399544	Pfenning_D2pos_Cpu
29	0	Pfenning_D2pos_Cpu_fold5	CNN	Mouse	cnn/singleTask/Pfenning_D2pos_Cpu_fold5/Pfenning_D2pos_Cpu_fold5_OCP_NB2000_NE23_BR0.01_MR0.1_BM0.85_MM0.99.h5	0.8174005485208021	0.9207281237366951	0.686943771862127	0.915882554054716	0.9187423617135269	Pfenning_D2pos_Cpu
30	0	Pfenning_D2pos_Nac_fold1	CNN	Mouse	cnn/singleTask/Pfenning_D2pos_Nac_fold1/Pfenning_D2pos_Nac_fold1_OCP_NB2000_NE23_BR0.01_MR0.1_BM0.85_MM0.99.h5	0.8625857947942621	0.9352170621008181	0.7227915674614902	0.8819574714111289	0.9044212431658983	Pfenning_D2pos_Nac
31	0	Pfenning_D2pos_Nac_fold2	CNN	Mouse	cnn/singleTask/Pfenning_D2pos_Nac_fold2/Pfenning_D2pos_Nac_fold2_OCP_NB2000_NE23_BR0.01_MR0.1_BM0.85_MM0.99.h5	0.8561831560804183	0.9318836531469068	0.7134312966961458	0.8961234563107531	0.9110407578329819	Pfenning_D2pos_Nac
32	0	Pfenning_D2pos_Nac_fold3	CNN	Mouse	cnn/singleTask/Pfenning_D2pos_Nac_fold3/Pfenning_D2pos_Nac_fold3_OCP_NB2000_NE23_BR0.01_MR0.1_BM0.85_MM0.99.h5	0.8343072549956236	0.9276424397960358	0.7077813082164731	0.9139146932073638	0.9192601013530423	Pfenning_D2pos_Nac
