Name	Coefficient	Coefficient_std_error	Coefficient_P_value
Pfenning_D2pos_Cpu	7.70526806638e-08	1.13010373885e-08	4.60956115791e-12
Pfenning_D2pos_Nac	6.9461327288e-08	1.08861412107e-08	8.81335040019e-11
Pfenning_D1pos_Nac	6.48653997026e-08	1.13401151265e-08	5.32636525987e-09
Pfenning_D1pos_Cpu	6.32330036888e-08	1.13543636928e-08	1.28066991269e-08
Pfenning_bulk_Cpu	5.71975641739e-08	1.07155548272e-08	4.70387464469e-08
Pfenning_PVpos_Ctx	4.6093361866e-08	8.99496803565e-09	1.49283190851e-07
Pfenning_SSTpos_Cpu	4.46496493982e-08	1.04961126878e-08	1.05029037932e-05
Pfenning_PVpos_Cpu	4.89464857049e-08	1.15499110984e-08	1.12848496879e-05
Mo2015_EXCpos_Ctx	3.42116976557e-08	8.30804562348e-09	1.91170604235e-05
Mo2015_PVpos_Ctx	3.32344261688e-08	8.58674433321e-09	5.43209111246e-05
Pfenning_bulk_Ctx	2.89423670727e-08	9.11618399458e-09	0.000749612289016
Mo2015_VIPpos_Ctx	3.10752580717e-08	9.96092813652e-09	0.000905130130887
Pfenning_SSTpos_Ctx	3.1904863639e-08	1.05782560647e-08	0.00128032961485
