Name	Coefficient	Coefficient_std_error	Coefficient_P_value
Ex	1.77021596555e-07	3.67206270401e-08	7.15035625463e-07
In	3.53476280567e-07	9.51046617852e-08	0.000100917644667
ExL4	3.62899204283e-07	1.01398933391e-07	0.000172505053318
ExL23	2.73013011755e-07	9.59813857311e-08	0.00222449864987
Oli	8.59327853118e-08	4.27430704652e-08	0.0221918171555
End	1.99903810011e-07	1.00906700849e-07	0.0237913941338
Ast	1.01312557899e-07	5.73042922313e-08	0.0385325388993
ExL56	1.24445276261e-07	1.06522899231e-07	0.121353159402
Opc	5.09275968467e-08	6.55400229887e-08	0.218565887089
InA	9.23726196477e-08	1.28724136594e-07	0.236501549448
Mic	-1.41457739053e-08	6.59489436497e-08	0.584919793715
InB	-2.59458011413e-07	3.0046098246e-07	0.806077792778
